step,portfolio_value,price,position,balance,shares,reward,action
9526,99802.95064809048,232.85,매도,80326.60824309044,83.64330000000017,0.0,-0.162777
9527,99802.95064809047,232.85,매도,80575.64131809043,82.57380000000016,-0.001,-0.1069555
9528,99802.95064809047,232.85,매수,80342.79131809043,83.57380000000016,0.0,0.08700825
9529,99802.95064809047,232.85,매도,81798.01067809043,77.32420000000016,0.0,-0.62496865
9530,99803.71389009047,232.86,매도,82030.86067809044,76.32420000000016,0.001,-0.0909466
9531,99803.71389009047,232.86,매도,82263.72067809044,75.32420000000016,0.0,-0.038740356
9532,99803.71389009048,232.86,매수,81511.32673209044,78.55530000000016,0.001,0.32311097
9533,99803.71389009048,232.86,매도,81744.18673209044,77.55530000000016,0.0,-0.02408066
9534,99803.71389009047,232.86,매수,79961.22428409044,85.21210000000016,-0.001,0.7656849
9535,99811.58038509046,232.95,매수,79450.46916009043,87.40550000000016,0.003940983102421313,0.21934772
9536,99811.58038509046,232.95,매수,78848.75931009043,89.98850000000016,0.0,0.25830385
9537,99811.58038509048,232.95,매수,78183.10468509044,92.84600000000016,0.001,0.28575143
9538,99811.58038509048,232.95,매수,77779.30915509044,94.57940000000016,0.0,0.17334352
9539,99806.77668509047,232.9,매수,77431.14208509044,96.07400000000017,-0.0024063840996558297,0.14946994
9540,99806.77668509047,232.9,매도,77872.74377509044,94.17790000000016,0.0,-0.18961045
9541,99806.77668509047,232.9,매수,77462.18765509044,95.94070000000016,0.0,0.17628375
9542,99806.77668509047,232.9,매도,77902.11246509044,94.05180000000016,0.0,-0.1888927
9543,99806.77668509047,232.9,매도,79411.28117509044,87.57190000000016,0.0,-0.6479907
9544,99806.77668509047,232.9,매수,78936.79400509044,89.60920000000016,0.0,0.20373191
9545,99806.77668509049,232.9,매수,78703.89400509045,90.60920000000016,0.001,0.062030032
9546,99806.77668509049,232.9,매도,79743.60618509045,86.14500000000015,0.0,-0.44642648
9547,99805.8876050905,232.89,매수,79100.10348509045,88.90800000000016,-0.001,0.27630237
9548,99807.56688509049,232.91,매도,80251.51164509046,83.96400000000015,0.001,-0.4944094
9549,99807.5668850905,232.91,매수,79268.86435509047,88.18300000000015,0.001,0.42190617
9550,99807.56688509049,232.91,매수,79035.95435509046,89.18300000000015,-0.001,0.002509933
9551,99801.6404930905,232.85,매수,76802.30087309047,98.77320000000014,-0.0029689091643808215,0.9590284
9552,99801.6404930905,232.85,매도,77187.64433809047,97.11830000000015,0.0,-0.16549797
9553,99799.77789109049,232.83,매도,78116.29670809046,93.13010000000014,-0.001,-0.39882514
9554,99800.68019709049,232.84,매도,78791.38729309046,90.23060000000014,0.001,-0.28995928
9555,99798.94677709049,232.82,매도,79620.20455709046,86.67100000000013,-0.001,-0.3559672
9556,99798.94677709049,232.82,매도,80081.79348909046,84.68840000000013,0.0,-0.198261
9557,99795.51924109049,232.78,매수,79848.97348909045,85.68840000000013,-0.0017172205272158682,0.07428582
9558,99792.7948240905,232.75,매수,78655.85959909046,90.81390000000013,-0.0013649996616624564,0.5125576
9559,99792.7948240905,232.75,매도,78888.60959909046,89.81390000000013,0.0,-0.06133568
9560,99804.31756009048,232.87,매수,77443.48812409045,96.02280000000013,0.00577333063990046,0.6208944
9561,99804.31756009048,232.87,매수,77204.02790309045,97.05110000000013,0.0,0.10283373
9562,99793.14752209047,232.76,매수,76157.34711409044,101.54580000000013,-0.0055959693293257725,0.44947863
9563,99794.20621309048,232.77,매수,75151.05580609044,105.86910000000013,0.001,0.43233517
9564,99794.20621309047,232.77,매수,74711.77226209044,107.75630000000012,-0.001,0.1887217
9565,99801.09064309046,232.83,매수,73086.06002809043,114.74050000000013,0.0034493134728135694,0.6984287
9566,99801.09064309046,232.83,매수,72454.78804909044,117.45180000000012,0.0,0.27113026
9567,99801.09064309046,232.83,매수,72073.29609409043,119.09030000000011,0.0,0.16385932
9568,99792.36053709046,232.76,매수,70763.51092909044,124.71580000000012,-0.004373752803575759,0.5625551
9569,99792.36053709047,232.76,매도,71347.76180509044,122.20570000000012,0.001,-0.25101474
9570,99802.45081709047,232.84,매수,70434.69087709044,126.12850000000012,0.0050556374985506365,0.3922832
9571,99801.19953209047,232.83,매도,70667.53087709044,125.12850000000012,-0.001,-0.03004675
9572,99801.19953209047,232.83,매도,70900.36087709044,124.12850000000012,0.0,-0.04442684
9573,99801.19953209047,232.83,매수,70455.12006809044,126.04080000000012,0.0,0.19123334
9574,99798.75732409047,232.81,매도,71370.23510009045,122.11040000000011,-0.0012235363960770023,-0.39304313
9575,99798.75732409046,232.81,매수,70846.92478209044,124.35820000000011,-0.001,0.22478107
9576,99803.69165209046,232.85,매도,71079.73478209044,123.35820000000011,0.0024721389986746395,-0.070906475
9577,99803.69165209046,232.85,매도,71682.39715209045,120.77000000000011,0.0,-0.25882736
9578,99803.69165209046,232.85,매수,71449.54715209044,121.77000000000011,0.0,0.05632581
9579,99803.69165209046,232.85,매도,71877.31588709044,119.9329000000001,0.0,-0.18371737
9580,99798.99035609046,232.81,매도,72436.27231209044,117.53240000000011,-0.0023552715947560855,-0.24005753
9581,99798.99035609048,232.81,매도,73275.17986609045,113.92900000000012,0.001,-0.3603498
9582,99800.10104309047,232.82,매도,73941.08630909045,111.06870000000012,0.001,-0.28603727
9583,99800.10104309049,232.82,매도,74173.90630909045,110.06870000000012,0.001,-0.032168698
9584,99800.10104309049,232.82,매수,73490.30022509045,113.00490000000012,0.0,0.29362035
9585,99801.22109209049,232.83,매도,73723.12022509046,112.00490000000012,0.001,-0.08811891
9586,99780.37188109048,232.637,매도,74649.29468209046,108.02700000000011,-0.010445368689812695,-0.39779785
9587,99800.7993098905,232.83,매도,75157.69958189047,105.84160000000011,0.01023619596465309,-0.2185469
9588,99805.9284572405,232.8793,매도,75577.28252489047,104.03950000000012,0.002569692520235157,-0.18021894
9589,99805.9991360305,232.88,매도,76292.17540003046,100.96970000000012,0.001,-0.30698988
9590,99801.0006510305,232.83,매도,76525.05540003047,99.96970000000012,-0.0025041004765610484,-0.074771255
9591,99801.0006510305,232.83,매도,76920.63357003046,98.27070000000012,0.0,-0.16990381
9592,99800.00794403048,232.82,매수,76687.80357003046,99.27070000000012,-0.001,0.008532938
9593,99798.98506303047,232.81,매수,75985.29250203045,102.28810000000011,-0.001,0.30174565
9594,99801.96818858047,232.8395,매도,76256.56271403046,101.12290000000012,0.0014945670780714647,-0.11652762
9595,99806.02316603049,232.88,매도,76489.40221403046,100.12290000000012,0.0020315117645517845,-0.0076767392
9596,99805.7257973305,232.877,매도,76722.28221403046,99.12290000000012,-0.001,-0.07256994
9597,99794.0114180305,232.76,매수,76489.40521403047,100.12290000000012,-0.00586859080799996,0.035297625
9598,99794.01141803051,232.76,매도,76843.43317403048,98.60190000000011,0.001,-0.15210244
9599,99797.7759300305,232.8,매도,77888.31609003048,94.11280000000012,0.0018861412355822595,-0.44891658
9600,99795.91367403051,232.78,매도,78121.11609003048,93.11280000000012,-0.001,-0.03990112
9601,99795.91367403051,232.78,매도,78353.89609003048,92.11280000000012,0.0,-0.05632713
9602,99794.12589943051,232.761,매수,77892.85202203048,94.09340000000012,-0.001,0.19806327
9603,99797.7565420305,232.8,매도,78125.61302203048,93.09340000000012,0.0018190662863526589,-0.0016061924
9604,99793.9023337005,232.7601,매수,77310.04478203048,96.59670000000011,-0.00193100950539647,0.35033652
9605,99793.89246545051,232.76,매수,76824.55376545049,98.68250000000012,-0.001,0.20858902
9606,99796.99767245052,232.79,매수,75701.62642145049,103.50690000000012,0.0015558101419333452,0.48244113
9607,99796.99767245052,232.79,매수,75270.8252474505,105.35750000000012,0.0,0.18506913
9608,99798.08463645053,232.8,매수,74493.5627164505,108.69640000000011,0.001,0.33389637
9609,99798.08463645051,232.8,매도,74840.24847645049,107.20720000000011,-0.001,-0.14892167
9610,99798.08463645053,232.8,매도,75073.0484764505,106.20720000000011,0.001,-0.039050724
9611,99798.08463645051,232.8,매수,74721.7299964505,107.71630000000012,-0.001,0.15091798
9612,99793.93695549053,232.7628,매수,73841.6295964505,111.49680000000012,-0.0020780363546524004,0.37805995
9613,99793.93695549053,232.7628,매수,72929.38563069049,115.41600000000012,0.0,0.39192986
9614,99800.59595069052,232.82,매수,72696.6228306905,116.41600000000012,0.0033363726310157546,0.07563733
9615,99777.94764669052,232.63,매수,72048.07943869049,119.20160000000013,-0.011346777934668935,0.27856836
9616,99791.24428669052,232.73,매수,68845.9740146905,132.96640000000014,0.006663115605004884,1.3764893
9617,99780.94333469053,232.65,매도,69824.48729969049,128.76190000000014,-0.005161250405094094,-0.4204535
9618,99780.94333469051,232.65,매도,70798.15081469048,124.57680000000013,-0.001,-0.4185159
9619,99787.64642038051,232.7047,매도,71271.38417969047,122.54270000000014,0.0033589007409514956,-0.20341334
9620,99793.0795257105,232.75,매도,71877.95225071047,119.93610000000014,0.0027223336379280697,-0.26066473
9621,99793.0912583305,232.7501,매도,72485.40647571046,117.32620000000014,0.001,-0.2609918
9622,99774.1472337105,232.59,매수,72252.65637571046,118.32620000000014,-0.00949165136641098,0.029418744
9623,99772.97397171048,232.58,매도,72485.24637571046,117.32620000000014,-0.001,-0.007283602
9624,99772.9739717105,232.58,매수,70237.47696571046,126.99070000000015,0.001,0.9664566
9625,99775.48805171049,232.6,매도,70536.73765171046,125.70400000000015,0.0012599003016119346,-0.12867355
9626,99775.48805171049,232.6,매수,69793.11545171046,128.90100000000015,0.0,0.3197076
9627,99775.4880517105,232.6,매도,70025.71545171046,127.90100000000015,0.001,-0.047417704
9628,99774.2563707105,232.59,매도,71126.58799171046,123.16810000000015,-0.001,-0.4732981
9629,99775.4711377105,232.6,매도,71519.99071771046,121.47670000000015,0.001,-0.16914077
9630,99755.3738257105,232.44,매수,70559.00381771046,125.60820000000015,-0.010071268905490642,0.4131519
9631,99744.14662689049,232.3499,매도,70791.44381771046,124.60820000000015,-0.005627365418741257,-0.050175708
9632,99742.8542046605,232.34,매수,69411.40158666046,130.54770000000016,-0.001,0.5939584
9633,99724.96345066049,232.2,매도,70051.87003066046,127.79110000000016,-0.008968438963706405,-0.27566516
9634,99730.4676648805,232.2401,매수,67852.68061066046,137.26220000000015,0.002759697286193617,0.9471123
9635,99746.5719493005,232.35,매수,65698.97881930046,146.53580000000014,0.008073903991963994,0.9273617
9636,99758.2148133005,232.43,매도,65931.32881930047,145.53580000000014,0.005836222625230608,-0.08902179
9637,99752.6199853005,232.39,매도,67248.06801230047,139.87070000000014,-0.002804194126003546,-0.5665194
9638,99759.3880403005,232.44,매도,68296.05395630047,135.36110000000014,0.0033924196682779224,-0.45096835
9639,99756.6059984605,232.4196,매수,68060.47601630047,136.37460000000013,-0.0013943759553156024,0.10135512
9640,99773.07415988049,232.539,매수,67700.29536218046,137.92430000000013,0.00825417086676374,0.15497747
9641,99766.5376333805,232.49,매도,68752.72036838047,133.39850000000013,-0.003275696652140379,-0.4525852
9642,99758.44083738049,232.43,매수,68392.80259938046,134.94660000000013,-0.004057871603085216,0.15481126
9643,99758.4408373805,232.43,매수,66328.80095638047,143.82670000000013,0.001,0.8880134
9644,99769.7910783805,232.5,매수,62070.77632838047,162.14630000000014,0.005688862468537986,1.8319674
9645,99771.5721663805,232.51,매수,58359.49507838047,178.10880000000014,0.001,1.5962572
9646,99761.0195103805,232.45,매도,58878.27139038047,175.87760000000014,-0.005288408196275629,-0.22312793
9647,99761.0195103805,232.45,매도,59151.02822038047,174.70420000000016,0.0,-0.11734377
9648,99761.0195103805,232.45,매수,58918.57822038047,175.70420000000016,0.0,0.08598856
9649,99769.3599486205,232.4972,매수,58686.12822038047,176.70420000000016,0.004180209003946753,0.010551076
9650,99749.9242461205,232.3847,매도,59602.72518166047,172.76180000000016,-0.009740316320569436,-0.39424428
9651,99749.92424612051,232.3847,매수,58701.81617670047,176.63860000000017,0.001,0.38768572
9652,99755.9762016705,232.42,매도,59909.07793167047,171.44350000000017,0.00303356398299603,-0.5195103
9653,99755.9762016705,232.42,매도,61333.71956367047,165.31390000000016,0.0,-0.6129634
9654,99755.9762016705,232.42,매도,62341.818071670474,160.97650000000016,0.0,-0.43374407
9655,99771.69583167051,232.52,매도,63220.41215567047,157.19630000000015,0.00787904173692184,-0.37802663
9656,99771.69583167051,232.52,매도,63985.21693967047,153.90710000000016,0.0,-0.32892033
9657,99757.1101979205,232.4229,매도,64844.28533167047,150.21250000000015,-0.007309504779102636,-0.36946353
9658,99775.61020029051,232.55,매도,65926.86471529047,145.55470000000014,0.009272523198250117,-0.4657832
9659,99764.2741362905,232.47,매도,66823.08916029047,141.70080000000013,-0.005680779088820747,-0.38539702
9660,99779.5716602905,232.58,매도,67435.04318829047,139.06840000000014,0.007666834712341925,-0.26324466
9661,99782.2919922905,232.6,매도,68144.83083229046,136.01660000000015,0.001363170814793024,-0.30518046
9662,99780.9878432905,232.59,매도,69447.78625229046,130.41490000000016,-0.001,-0.56017417
9663,99775.9113632905,232.55,매도,70262.52576329047,126.91200000000016,-0.0025438112558885434,-0.35029188
9664,99780.90417129052,232.59,매도,70748.97385329047,124.82020000000016,0.0025020107217216176,-0.20918453
9665,99769.87777629051,232.5,매도,71285.02402629047,122.51550000000016,-0.005525303208858186,-0.23047775
9666,99776.9058822905,232.56,매도,72535.96702629047,117.13510000000016,0.0035221582689299964,-0.53804713
9667,99776.9058822905,232.56,매도,73826.39595429046,111.58630000000016,0.0,-0.5548876
9668,99770.6504142405,232.5007,매도,75244.50032229046,105.48850000000016,-0.003134727417476317,-0.60978156
9669,99770.6504142405,232.5007,매도,76054.62576137047,102.00410000000016,0.0,-0.34844574
9670,99753.2293977405,232.321,매도,77230.87005274047,96.94500000000016,-0.00873053168826001,-0.5059177
9671,99742.41462641051,232.1883,매도,80819.55577184047,81.49790000000016,-0.005420762513300439,-1.5447186
9672,99743.0629556305,232.196,매수,80192.48483003047,84.19860000000016,0.001,0.27007672
9673,99778.04420956051,232.5999,매수,79632.86925043048,86.60870000000016,0.01753568262966053,0.24101648
9674,99774.25257802052,232.55,매도,82104.03384802048,75.98460000000016,-0.0019000330032672742,-1.0624107
9675,99787.65663400051,232.7378,매도,83176.20562302048,71.37410000000015,0.006717191877488103,-0.46105805
9676,99841.72923496051,233.435,매수,81737.25762696048,77.55680000000015,0.02709383243577434,0.61827785
9677,99815.4393069605,233.07,매도,83028.05980296047,72.02720000000015,-0.013165801614945996,-0.55296755
9678,99824.5072514405,233.2101,매도,84730.03017096047,64.72480000000014,0.004542355643057331,-0.7302471
9679,99834.6325242205,233.4095,매도,87982.40154657047,50.77870000000014,0.005071536568919986,-1.3946152
9680,99830.8090022205,233.29,매도,92366.46216222047,31.996000000000144,-0.0019149276675498557,-1.8782796
9681,99836.0010796705,233.5805,매도,95661.24016122047,17.872900000000143,0.0026004384327325447,-1.4123107
9682,99836.0010796705,233.57,매도,99836.00107967047,1.4210854715202004e-13,0.0,-2.1380768
9683,99836.0010796705,233.685,매도,99836.00107967047,1.4210854715202004e-13,0.0,-0.9046696
9684,99836.0010796705,233.77,매도,99836.00107967047,1.4210854715202004e-13,0.0,-1.5179843
9685,99836.0010796705,233.42,매도,99836.00107967047,1.4210854715202004e-13,0.0,-0.59165496
9686,99836.0010796705,233.4655,매도,99836.00107967047,1.4210854715202004e-13,0.0,-0.95360833
9687,99836.0010796705,233.32,매도,99836.00107967047,1.4210854715202004e-13,0.0,-0.70867324
9688,99836.0010796705,233.285,매도,99836.00107967047,1.4210854715202004e-13,0.0,-1.2040681
9689,99836.0010796705,233.14,매도,99836.00107967047,1.4210854715202004e-13,0.0,-1.0711206
9690,99836.0010796705,233.3204,매도,99836.00107967047,1.4210854715202004e-13,0.0,-0.7415262
9691,99836.0010796705,233.695,매도,99836.00107967047,1.4210854715202004e-13,0.0,-0.26447037
9692,99836.0010796705,233.47,매도,99836.00107967047,1.4210854715202004e-13,0.0,-0.5439269
9693,99835.9410796705,233.41,매수,99602.53107967047,1.000000000000142,-0.001,0.09410916
9694,99835.9410796705,233.35,매도,99835.94107967048,1.4210854715202004e-13,0.0,-0.5763196
9695,99834.96381467051,233.2,매수,98315.64249467048,6.515100000000142,-0.001,0.65151024
9696,99835.91970049051,233.3102,매수,97812.16369467048,8.674100000000141,0.001,0.21590465
9697,99836.73020593052,233.375,매수,96917.72238093049,12.507800000000142,0.001,0.38337943
9698,99832.65196043052,233.13,매수,95951.99329343048,16.64590000000014,-0.002042457466099245,0.41381267
9699,99830.51891593052,233.035,매수,94598.16075743048,22.45310000000014,-0.0010683100459212634,0.58072454
9700,99828.2598359505,232.9644,매수,92373.79507543048,31.998300000000143,-0.0011314575966050724,0.9545247
9701,99824.5086610705,232.88,매수,89474.11048507047,44.44520000000014,-0.0018788141184504664,1.244696
9702,99814.6641509905,232.7024,매수,86915.78395707047,55.43080000000014,-0.004930908357098149,1.0985678
9703,99815.1582216705,232.71,매수,84686.84401867047,65.00930000000014,0.001,0.957859
9704,99813.6025916705,232.69,매수,81714.62535667047,77.78150000000014,-0.001,1.2772293
9705,99725.6965266705,231.74,매수,78282.16862867046,92.53270000000013,-0.04403511280903244,1.4751208
9706,99719.2807506705,231.68,매수,74945.83102267046,106.92960000000014,-0.0032167115515099667,1.4396955
9707,99692.1462366705,231.46,매수,71144.17073467046,123.33870000000013,-0.013605450117440005,1.6409198
9708,99659.50171567049,231.25,매수,63711.666090670464,155.45010000000013,-0.016372664363404683,3.2111483
9709,99623.20369417049,231.055,매수,56613.77109067046,186.14370000000014,-0.018211018957107306,3.069368
9710,99622.2104726705,231.05,매수,53725.44495767046,198.64430000000013,-0.001,1.2500643
9711,99606.34853567049,230.98,매수,47266.48841767046,226.59910000000013,-0.007961044492362571,2.7954886
9712,99553.00042767049,230.76,매수,43595.68496367046,242.49140000000014,-0.02677947178281556,1.5892398
9713,99557.43407017048,230.777,매수,39370.21552767046,260.8025000000001,0.0022267749243851708,1.8311172
9714,99643.08198937049,231.08,매수,34324.53027737046,282.6664000000001,0.04301432635339156,2.1863947
9715,99578.5865473705,230.86,매수,31899.41500137046,293.16110000000015,-0.032363231200970385,1.0494715
9716,99553.92108337049,230.78,매수,28400.22380937046,308.31830000000014,-0.012384923734725894,1.515722
9717,99490.6807033705,230.58,매수,26580.846601370456,316.20190000000014,-0.03176187301905884,0.78836775
9718,99414.73585337048,230.35,매수,23354.317603370455,330.19500000000016,-0.03816681595859339,1.3993165
9719,99393.53685737049,230.29,매수,18028.257043370453,353.31660000000016,-0.010661898267908127,2.3121686
9720,99460.23373337049,230.47,매수,14062.294779370453,370.5382000000002,0.03355191801641573,1.7221612
9721,99448.83170537051,230.44,매수,11866.053961370453,380.0676000000002,-0.005731953149511188,0.95294493
9722,99360.20677137049,230.21,매수,10654.354353370452,385.3258000000002,-0.044558056882248585,0.5258295
9723,99261.9317963705,229.96,매수,8864.678792370452,393.09990000000016,-0.04945389014040871,0.77741915
9724,99301.7966163705,230.06,매수,7588.791724370452,398.64820000000014,0.020080618661433385,0.5548378
9725,99277.64842837048,230.0,매수,6709.594428370452,402.46980000000013,-0.012158988468915609,0.38216612
9726,99460.11024337048,230.45,매수,6019.387428370452,405.47070000000014,0.09189471038470955,0.3000936
9727,99484.78014337047,230.51,매수,4707.135993370452,411.16500000000013,0.012401906623483698,0.56943893
9728,99505.40162337049,230.56,매수,4415.633047370452,412.4296000000001,0.010364138097454675,0.12646712
9729,99534.36087537048,230.63,매수,4121.899607370452,413.7036000000001,0.014551597967312986,0.12740467
9730,99406.42275937047,230.32,매도,4352.529607370452,412.7036000000001,-0.06426831642602268,-0.012281392
9731,99493.39014337047,230.53,매수,4023.909031370452,414.1304000000001,0.04374334252552374,0.14268088
9732,99627.33724737048,230.85,매수,2997.0592523704518,418.5847000000001,0.06731457426819398,0.44543746
9733,99534.62273537047,230.63,매수,2340.314087370452,421.4296000000001,-0.04653065843253429,0.28449863
9734,99420.09994037049,230.36,매수,1710.947880370452,424.1585000000001,-0.05752912496813329,0.2728969
9735,99549.65639047047,230.661,매수,268.5257043704519,430.4201000000001,0.0651560651104152,0.6261603
9736,99510.38222827046,230.57,매수,0.013234270451903285,431.5842000000001,-0.01972591549987641,0.29325315
9737,99453.54258913048,230.4383,매수,0.013234270451903285,431.5842000000001,-0.028559652705182514,0.18523546
9738,99398.17033627047,230.31,매수,0.013234270451903285,431.5842000000001,-0.027838250613536435,0.39211968
9739,99385.22281027047,230.28,매수,0.013234270451903285,431.5842000000001,-0.006512959924816142,0.8488379
9740,99452.11836127048,230.435,매수,0.013234270451903285,431.5842000000001,0.033654676776101025,0.52333593
9741,99486.64509727046,230.515,매수,0.013234270451903285,431.5842000000001,0.017358471880188204,0.31177074
9742,99482.32925527047,230.505,매수,0.013234270451903285,431.5842000000001,-0.0021690559550865524,0.14068393
9743,99541.28365699048,230.6416,매수,0.013234270451903285,431.5842000000001,0.029630589754655493,0.2757419
9744,99424.06538827048,230.37,매수,0.013234270451903285,431.5842000000001,-0.05887922297843739,0.03508816
9745,99508.22430727047,230.565,매수,0.013234270451903285,431.5842000000001,0.04232321353554443,0.13737594
9746,99490.96093927047,230.525,매수,0.013234270451903285,431.5842000000001,-0.008674342306969781,0.36490414
9747,99467.22380827047,230.47,매수,0.013234270451903285,431.5842000000001,-0.011929290247026002,0.25697717
9748,99454.31944069048,230.4401,매수,0.013234270451903285,431.5842000000001,-0.006486743615598057,0.30641544
9749,99441.32875627048,230.41,매수,0.013234270451903285,431.5842000000001,-0.006530980500926523,0.279845
9750,99413.27578327047,230.345,매수,0.013234270451903285,431.5842000000001,-0.01410528869177225,0.5264888
9751,99471.53965027047,230.48,매수,0.013234270451903285,431.5842000000001,0.029303866380493156,0.32850328
9752,99570.80401627047,230.71,매수,0.013234270451903285,431.5842000000001,0.04989586285132622,0.68025535
9753,99588.06738427047,230.75,매수,0.013234270451903285,431.5842000000001,0.00866889052998857,0.46003735
9754,99660.74616355047,230.9184,매수,0.013234270451903285,431.5842000000001,0.036489702626502446,0.10537492
9755,99678.70006627048,230.96,매수,0.013234270451903285,431.5842000000001,0.009007509682169346,0.61413413
9756,99689.48967127048,230.985,매수,0.013234270451903285,431.5842000000001,0.005412191868887108,0.32881865
9757,99780.12235327048,231.195,매수,0.013234270451903285,431.5842000000001,0.04545749120537192,0.42553306
9758,99096.06139627048,229.61,매수,0.013234270451903285,431.5842000000001,-0.3427841842977921,0.2618548
9759,99029.16584527047,229.455,매수,0.013234270451903285,431.5842000000001,-0.033752880819603565,0.37422854
9760,99324.80102227046,230.14,매수,0.013234270451903285,431.5842000000001,0.14926672080723602,0.79207987
9761,99294.59012827047,230.07,매수,0.013234270451903285,431.5842000000001,-0.015208132152822067,0.32766405
9762,99329.11686427047,230.15,매수,0.013234270451903285,431.5842000000001,0.017386010635321403,0.37037858
9763,99380.90696827047,230.27,매수,0.013234270451903285,431.5842000000001,0.02606995090410848,0.6333426
9764,99493.11886027048,230.53,매수,0.013234270451903285,431.5842000000001,0.05645545780530697,0.5563507
9765,99393.85449427048,230.3,매수,0.013234270451903285,431.5842000000001,-0.04988504086368592,0.37147355
9766,99272.62249249048,230.0191,매수,0.013234270451903285,431.5842000000001,-0.0609856627438582,0.123377115
9767,99065.85050227048,229.54,매수,0.013234270451903285,431.5842000000001,-0.10414351158882984,0.44538638
9768,98936.37524227047,229.24,매수,0.013234270451903285,431.5842000000001,-0.06534807874941682,0.50152767
9769,98901.84850627047,229.16,매수,0.013234270451903285,431.5842000000001,-0.017448959452705057,0.56538856
9770,98871.63761227048,229.09,매수,0.013234270451903285,431.5842000000001,-0.015273169539431567,0.97844774
9771,99042.11337127048,229.485,매수,0.013234270451903285,431.5842000000001,0.0862106480265462,1.294772
9772,99072.32426527048,229.555,매수,0.013234270451903285,431.5842000000001,0.015251539457137054,0.6765752
9773,99055.06089727046,229.515,매수,0.013234270451903285,431.5842000000001,-0.008712507820948578,0.42743206
9774,99267.78874945048,230.0079,매수,0.013234270451903285,431.5842000000001,0.10737858835937576,0.68345803
9775,99156.48318427047,229.75,매수,0.013234270451903285,431.5842000000001,-0.05606328426481935,0.117276445
9776,99178.06239427048,229.8,매수,0.013234270451903285,431.5842000000001,0.01088139136596263,0.40523025
9777,99160.79902627047,229.76,매수,0.013234270451903285,431.5842000000001,-0.00870321903012483,0.13623448
9778,98966.58613627047,229.31,매수,0.013234270451903285,431.5842000000001,-0.09792825991072482,0.2834456
9779,98850.48998647048,229.041,매수,0.013234270451903285,431.5842000000001,-0.058654215696669225,0.38747418
9780,98869.47969127048,229.085,매수,0.013234270451903285,431.5842000000001,0.009605265893268475,0.57465994
9781,98979.53366227048,229.34,매수,0.013234270451903285,431.5842000000001,0.055656190031370324,0.359837
9782,98988.16534627049,229.36,매수,0.013234270451903285,431.5842000000001,0.004360337779252184,0.13772877
9783,99117.64060627048,229.66,매수,0.013234270451903285,431.5842000000001,0.06539936342242256,0.17147225
9784,99165.11486827048,229.77,매수,0.013234270451903285,431.5842000000001,0.023948442330557252,0.0016397648
9785,99212.58913027047,229.88,매수,0.013234270451903285,431.5842000000001,0.02393697726415834,0.0879239
9786,99173.74655227047,229.79,매수,0.013234270451903285,431.5842000000001,-0.01957542804824604,0.25865534
9787,98966.58613627047,229.31,매수,0.013234270451903285,431.5842000000001,-0.10444317332047798,0.26721954
9788,99078.79802827047,229.57,매수,0.013234270451903285,431.5842000000001,0.05669180699306111,0.5943574
9789,98992.48118827048,229.37,매수,0.013234270451903285,431.5842000000001,-0.04355969274847071,0.2789485
9790,98966.58613627047,229.31,매수,0.013234270451903285,431.5842000000001,-0.013079302432453529,0.2761018
9791,98886.74305927048,229.125,매수,0.013234270451903285,431.5842000000001,-0.0403384011296798,0.24694788
9792,98845.74256027048,229.03,매수,0.013234270451903285,431.5842000000001,-0.020731039233149187,0.6035768
9793,98875.95345427046,229.1,매수,0.013234270451903285,431.5842000000001,0.015281838760818674,0.44434544
9794,98856.53216527047,229.055,매수,0.013234270451903285,431.5842000000001,-0.009821037533141475,0.13804685
9795,98881.99563307047,229.114,매수,0.013234270451903285,431.5842000000001,0.012879001135418063,0.5447442
9796,98927.74355827048,229.22,매수,0.013234270451903285,431.5842000000001,0.023132585920780466,0.5394746
9797,98845.74256027048,229.03,매수,0.013234270451903285,431.5842000000001,-0.04144489455159911,0.2791211
9798,98858.69008627048,229.06,매수,0.013234270451903285,431.5842000000001,0.006549359468926496,0.33712906
9799,98936.37524227047,229.24,매수,0.013234270451903285,431.5842000000001,0.03929101019455102,0.1914189
9800,98854.84898689047,229.0511,매수,0.013234270451903285,431.5842000000001,-0.04120135550769929,0.22469133
9801,98884.58513827047,229.12,매수,0.013234270451903285,431.5842000000001,0.01504030995178709,0.2149846
9802,98914.79603227047,229.19,매수,0.013234270451903285,431.5842000000001,0.015275835944378756,0.39201185
9803,98884.58513827047,229.12,매수,0.013234270451903285,431.5842000000001,-0.015271170346520912,0.27484375
9804,98895.37474327048,229.145,매수,0.013234270451903285,431.5842000000001,0.005455655694426765,0.23305768
9805,98910.48019027048,229.18,매수,0.013234270451903285,431.5842000000001,0.0076370846660967495,0.540025
9806,98880.26929627048,229.11,매수,0.013234270451903285,431.5842000000001,-0.015271836686005302,0.29830194
9807,98839.26879727047,229.015,매수,0.013234270451903285,431.5842000000001,-0.020732396509334762,0.3375321
9808,98850.05840227047,229.04,매수,0.013234270451903285,431.5842000000001,0.005458157031760681,0.4328771
9809,98845.74256027048,229.03,매수,0.013234270451903285,431.5842000000001,-0.0021830245068915444,0.26990154
9810,98819.84750827047,228.97,매수,0.013234270451903285,431.5842000000001,-0.013098718937852992,0.25532016
9811,98651.57282869046,228.5801,매수,0.013234270451903285,431.5842000000001,-0.08514214695884932,0.02925725
9812,98798.26829827047,228.92,매수,0.013234270451903285,431.5842000000001,0.07435029436111826,0.41897774
